,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
4763,PSP,2010.0,Misc,Sega,0.0,0.0,0.41,0.41
4773,PC,2012.0,Action,Electronic Arts,0.02,0.31,0.0,0.41
4775,DS,2009.0,Action,Ubisoft,0.19,0.18,0.0,0.41
4785,Wii,2010.0,Action,Sega,0.17,0.2,0.0,0.4
4798,Wii,2012.0,Action,Activision,0.38,0.0,0.0,0.4
4799,Wii,2009.0,Misc,Namco Bandai Games,0.0,0.0,0.4,0.4
4804,DS,2005.0,Strategy,Nintendo,0.3,0.03,0.04,0.4
4805,DS,2009.0,Action,Konami Digital Entertainment,0.27,0.01,0.09,0.4
4807,PSP,2005.0,Fighting,THQ,0.36,0.01,0.0,0.4
4817,Wii,2007.0,Action,Ubisoft,0.34,0.03,0.0,0.4
4825,PSP,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.4,0.4
4841,Wii,2009.0,Action,THQ,0.38,0.01,0.0,0.4
4844,DS,2009.0,Action,Sega,0.22,0.14,0.0,0.4
4867,PC,2010.0,Role-Playing,Electronic Arts,0.01,0.32,0.0,0.4
4890,DS,2008.0,Racing,Activision,0.37,0.0,0.0,0.39
4903,PSP,2009.0,Action,THQ,0.39,0.0,0.0,0.39
4905,DS,2008.0,Sports,Ubisoft,0.36,0.0,0.0,0.39
4907,PSP,2008.0,Sports,Electronic Arts,0.23,0.07,0.03,0.39
4909,DS,2008.0,Misc,Activision,0.36,0.0,0.0,0.39
4910,PSP,2006.0,Platform,Sony Computer Entertainment,0.14,0.05,0.16,0.39
4912,DS,2008.0,Misc,THQ,0.36,0.0,0.0,0.39
4920,DS,2009.0,Racing,Electronic Arts,0.22,0.13,0.0,0.39
4921,Wii,2011.0,Adventure,Nintendo,0.19,0.17,0.0,0.39
4922,DS,2005.0,Platform,Nintendo,0.34,0.02,0.0,0.39
4925,Wii,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.39,0.39
4936,PC,2009.0,Simulation,Ubisoft,0.0,0.32,0.0,0.39
4938,Wii,2008.0,Misc,Activision,0.36,0.0,0.0,0.39
4947,DS,2009.0,Adventure,THQ,0.24,0.11,0.0,0.39
4949,Wii,2008.0,Simulation,Ubisoft,0.34,0.02,0.0,0.39
4955,Wii,2007.0,Adventure,Ubisoft,0.35,0.01,0.0,0.39
4971,DS,2009.0,Action,Activision,0.2,0.15,0.0,0.39
4974,DS,2007.0,Misc,Ubisoft,0.38,0.0,0.0,0.38
4978,DS,2008.0,Role-Playing,Sega,0.16,0.0,0.2,0.38
4987,DS,2009.0,Simulation,Ubisoft,0.24,0.11,0.0,0.38
4999,PSP,2009.0,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.38
5028,DS,2006.0,Misc,Nintendo,0.31,0.03,0.0,0.38
5034,Wii,2009.0,Sports,Sega,0.13,0.21,0.0,0.38
5038,Wii,2011.0,Sports,Activision,0.34,0.02,0.0,0.38
5040,PSP,2010.0,Action,Sega,0.18,0.12,0.0,0.38
5044,DS,2009.0,Misc,Activision,0.13,0.2,0.0,0.38
5049,PSP,2007.0,Sports,Electronic Arts,0.14,0.15,0.0,0.38
5051,PSP,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.38,0.38
5057,PC,2011.0,Action,THQ,0.16,0.16,0.0,0.38
5060,Wii,2010.0,Simulation,Activision,0.32,0.03,0.0,0.38
5062,DS,2008.0,Simulation,Ubisoft,0.35,0.0,0.0,0.38
5065,DS,2010.0,Racing,Activision,0.35,0.0,0.0,0.38
5071,PC,2010.0,Racing,Electronic Arts,0.12,0.2,0.0,0.38
5075,DS,2009.0,Role-Playing,Namco Bandai Games,0.13,0.02,0.21,0.38
5076,Wii,2009.0,Fighting,THQ,0.31,0.03,0.0,0.38
5081,DS,2008.0,Adventure,Ubisoft,0.35,0.0,0.0,0.37
5083,DS,2008.0,Simulation,Ubisoft,0.35,0.0,0.0,0.37
5085,DS,2009.0,Simulation,THQ,0.35,0.0,0.0,0.37
5104,PC,2016.0,Shooter,Ubisoft,0.2,0.14,0.0,0.37
5105,PSP,2011.0,Role-Playing,Sega,0.0,0.0,0.37,0.37
5106,DS,2008.0,Simulation,Ubisoft,0.34,0.01,0.0,0.37
5111,PSP,2010.0,Action,Ubisoft,0.09,0.18,0.01,0.37
5114,PSP,2010.0,Sports,Electronic Arts,0.35,0.0,0.0,0.37
5117,Wii,2011.0,Sports,Electronic Arts,0.21,0.13,0.0,0.37
5122,PSP,2007.0,Racing,THQ,0.06,0.2,0.0,0.37
5129,PSP,2012.0,Action,Electronic Arts,0.05,0.19,0.02,0.37
5131,PSP,2007.0,Action,Electronic Arts,0.1,0.17,0.0,0.37
5132,PC,2008.0,Strategy,Sega,0.0,0.33,0.0,0.37
5134,DS,2007.0,Puzzle,Namco Bandai Games,0.0,0.0,0.37,0.37
5140,PSP,2006.0,Role-Playing,Activision,0.33,0.0,0.0,0.37
5141,PSP,2005.0,Sports,Electronic Arts,0.34,0.0,0.0,0.37
5146,DS,2005.0,Simulation,Nintendo,0.3,0.01,0.02,0.37
5151,PC,2011.0,Action,Electronic Arts,0.09,0.21,0.0,0.37
5160,PSP,2006.0,Sports,Electronic Arts,0.34,0.0,0.0,0.37
5163,DS,2009.0,Racing,Activision,0.25,0.08,0.0,0.36
5179,DS,2010.0,Fighting,Namco Bandai Games,0.0,0.0,0.36,0.36
5181,PSP,2008.0,Sports,Electronic Arts,0.07,0.19,0.0,0.36
5184,PSP,2008.0,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.36
5193,Wii,2009.0,Misc,Ubisoft,0.33,0.0,0.0,0.36
5221,Wii,2009.0,Fighting,Ubisoft,0.33,0.0,0.0,0.36
5227,DS,2007.0,Strategy,THQ,0.07,0.25,0.0,0.36
5232,PSP,2012.0,Strategy,Namco Bandai Games,0.0,0.0,0.36,0.36
5233,Wii,2011.0,Fighting,THQ,0.24,0.09,0.0,0.36
5242,PC,2013.0,Strategy,THQ,0.06,0.25,0.0,0.36
5247,Wii,2010.0,Simulation,Konami Digital Entertainment,0.29,0.04,0.0,0.36
5250,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.36,0.36
5256,PSP,2009.0,Action,Electronic Arts,0.24,0.07,0.0,0.36
5258,PSP,2009.0,Sports,Sega,0.0,0.26,0.0,0.36
5263,DS,2009.0,Adventure,Ubisoft,0.16,0.16,0.0,0.35
5264,PSP,2007.0,Shooter,Sony Computer Entertainment,0.32,0.01,0.0,0.35
5266,Wii,2006.0,Simulation,Nintendo,0.28,0.02,0.03,0.35
5274,Wii,2007.0,Strategy,Nintendo,0.22,0.03,0.08,0.35
5276,Wii,2010.0,Misc,THQ,0.25,0.07,0.0,0.35
5296,DS,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.35,0.35
5298,Wii,2010.0,Misc,Konami Digital Entertainment,0.31,0.02,0.0,0.35
5299,DS,2008.0,Simulation,Electronic Arts,0.3,0.03,0.0,0.35
5301,Wii,2013.0,Strategy,Activision,0.21,0.1,0.0,0.35
5307,Wii,2011.0,Action,Electronic Arts,0.18,0.14,0.0,0.35
5312,DS,2005.0,Action,THQ,0.32,0.0,0.0,0.35
5322,PSP,2010.0,Strategy,Konami Digital Entertainment,0.13,0.05,0.14,0.35
5341,PSP,2006.0,Sports,Sony Computer Entertainment,0.32,0.0,0.0,0.35
5344,PSP,2011.0,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.35
5350,DS,2009.0,Simulation,Ubisoft,0.32,0.0,0.0,0.34
5352,PSP,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.34,0.34
5359,DS,2007.0,Role-Playing,Nintendo,0.2,0.03,0.09,0.34
5363,DS,2007.0,Action,THQ,0.31,0.0,0.0,0.34
5369,DS,2010.0,Action,Sega,0.15,0.16,0.0,0.34
5385,Wii,2011.0,Action,Namco Bandai Games,0.29,0.03,0.0,0.34
5390,Wii,2011.0,Action,Ubisoft,0.13,0.17,0.0,0.34
5391,Wii,2007.0,Action,Activision,0.31,0.01,0.0,0.34
5399,Wii,2008.0,Racing,THQ,0.29,0.03,0.0,0.34
5401,PSP,2007.0,Sports,Sega,0.0,0.34,0.0,0.34
5417,DS,2008.0,Simulation,Ubisoft,0.31,0.0,0.0,0.34
5421,PC,2011.0,Simulation,Electronic Arts,0.11,0.17,0.0,0.34
5431,DS,2011.0,Action,Namco Bandai Games,0.27,0.04,0.0,0.34
5434,DS,2006.0,Adventure,THQ,0.3,0.01,0.0,0.34
5443,DS,2009.0,Action,Activision,0.17,0.13,0.0,0.33
5446,Wii,2011.0,Role-Playing,Nintendo,0.13,0.1,0.08,0.33
5453,DS,2007.0,Role-Playing,Namco Bandai Games,0.14,0.0,0.18,0.33
5455,PSP,2006.0,Role-Playing,Ubisoft,0.14,0.12,0.0,0.33
5458,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.33,0.33
5459,Wii,2011.0,Misc,Activision,0.31,0.0,0.0,0.33
5460,Wii,2010.0,Action,Sega,0.15,0.15,0.0,0.33
5461,PSP,2004.0,Misc,Sony Computer Entertainment,0.13,0.15,0.0,0.33
5464,Wii,2009.0,Role-Playing,Activision,0.26,0.05,0.0,0.33
5467,DS,2007.0,Puzzle,Nintendo,0.14,0.01,0.16,0.33
5476,Wii,2008.0,Simulation,Ubisoft,0.3,0.0,0.0,0.33
5479,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.21,0.0,0.1,0.33
5485,PC,2012.0,Action,Electronic Arts,0.14,0.15,0.0,0.33
5497,DS,2008.0,Sports,Electronic Arts,0.3,0.0,0.0,0.33
5510,PSP,2011.0,Misc,Sega,0.0,0.0,0.33,0.33
5521,Wii,2006.0,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.33
5522,PSP,2007.0,Strategy,THQ,0.11,0.14,0.0,0.33
5526,Wii,2007.0,Sports,Electronic Arts,0.29,0.01,0.0,0.33
5527,PSP,2009.0,Racing,Sony Computer Entertainment,0.09,0.16,0.0,0.33
5531,PSP,2008.0,Sports,Sony Computer Entertainment,0.3,0.0,0.0,0.33
5544,DS,2010.0,Action,Electronic Arts,0.22,0.08,0.0,0.33
5550,DS,2007.0,Sports,Electronic Arts,0.29,0.01,0.0,0.33
5563,Wii,2008.0,Misc,Konami Digital Entertainment,0.3,0.0,0.0,0.33
5568,Wii,2006.0,Fighting,Sega,0.22,0.01,0.08,0.33
5573,PC,2011.0,Shooter,Electronic Arts,0.13,0.15,0.0,0.33
5581,PSP,2012.0,Fighting,Namco Bandai Games,0.0,0.0,0.32,0.32
5589,DS,2008.0,Action,THQ,0.18,0.11,0.0,0.32
5596,PSP,2009.0,Fighting,Namco Bandai Games,0.15,0.04,0.1,0.32
5603,PSP,2010.0,Shooter,Electronic Arts,0.12,0.13,0.0,0.32
5619,PC,2010.0,Strategy,Ubisoft,0.0,0.26,0.0,0.32
5622,DS,2009.0,Sports,THQ,0.18,0.11,0.0,0.32
5627,Wii,2009.0,Simulation,Electronic Arts,0.15,0.14,0.0,0.32
5641,PSP,2008.0,Sports,Ubisoft,0.26,0.03,0.0,0.32
5643,Wii,2008.0,Sports,Ubisoft,0.0,0.3,0.0,0.32
5649,PSP,2005.0,Fighting,Electronic Arts,0.29,0.0,0.0,0.32
5677,DS,2009.0,Simulation,Electronic Arts,0.29,0.0,0.0,0.32
5684,PSP,2007.0,Action,Activision,0.08,0.15,0.0,0.32
5689,PSP,2007.0,Racing,Sony Computer Entertainment,0.13,0.12,0.0,0.32
5690,DS,2008.0,Misc,Konami Digital Entertainment,0.0,0.0,0.32,0.32
5700,PC,2011.0,Role-Playing,Ubisoft,0.12,0.14,0.0,0.31
5702,Wii,2010.0,Sports,Namco Bandai Games,0.1,0.18,0.0,0.31
5708,Wii,2007.0,Misc,Konami Digital Entertainment,0.29,0.0,0.0,0.31
5711,DS,2007.0,Shooter,Konami Digital Entertainment,0.28,0.0,0.01,0.31
5717,PSP,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.31
5719,Wii,2008.0,Action,Sega,0.28,0.01,0.0,0.31
5723,DS,2007.0,Adventure,Activision,0.28,0.01,0.0,0.31
5724,DS,2005.0,Action,Ubisoft,0.25,0.03,0.0,0.31
5727,DS,2010.0,Platform,Activision,0.19,0.1,0.0,0.31
5759,PC,2015.0,Simulation,Sega,0.0,0.29,0.0,0.31
5760,DS,2006.0,Fighting,Namco Bandai Games,0.31,0.0,0.0,0.31
5765,Wii,2010.0,Action,Electronic Arts,0.18,0.1,0.0,0.31
5767,Wii,2008.0,Misc,Activision,0.28,0.0,0.0,0.31
5770,DS,2010.0,Strategy,Konami Digital Entertainment,0.18,0.02,0.09,0.31
5775,DS,2005.0,Platform,Activision,0.25,0.04,0.0,0.31
5780,Wii,2010.0,Sports,Activision,0.23,0.05,0.0,0.31
5785,DS,2006.0,Puzzle,Ubisoft,0.28,0.0,0.0,0.31
5786,PC,2012.0,Role-Playing,Electronic Arts,0.14,0.13,0.0,0.31
5788,PSP,2012.0,Strategy,Namco Bandai Games,0.0,0.0,0.31,0.31
5793,PSP,2007.0,Sports,Electronic Arts,0.28,0.0,0.0,0.31
5805,Wii,2009.0,Sports,Ubisoft,0.25,0.04,0.0,0.31
5810,PSP,2010.0,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.31
5820,DS,2009.0,Simulation,Ubisoft,0.28,0.01,0.0,0.3
5823,DS,2006.0,Action,THQ,0.28,0.0,0.0,0.3
5831,PSP,2005.0,Misc,Sega,0.0,0.0,0.3,0.3
5832,Wii,2011.0,Misc,Konami Digital Entertainment,0.24,0.04,0.0,0.3
5837,Wii,2007.0,Simulation,Nintendo,0.22,0.04,0.01,0.3
5850,DS,2009.0,Puzzle,Sega,0.0,0.0,0.3,0.3
5851,Wii,2010.0,Platform,Activision,0.19,0.09,0.0,0.3
5858,PSP,2010.0,Strategy,Sony Computer Entertainment,0.05,0.16,0.0,0.3
5860,PSP,2007.0,Platform,Activision,0.01,0.23,0.0,0.3
5863,DS,2011.0,Misc,Activision,0.27,0.02,0.0,0.3
5864,DS,2008.0,Strategy,THQ,0.24,0.03,0.0,0.3
5869,PC,2004.0,Simulation,Electronic Arts,0.02,0.24,0.0,0.3
5880,DS,2008.0,Role-Playing,Nintendo,0.0,0.0,0.3,0.3
5884,DS,2008.0,Role-Playing,Nintendo,0.2,0.0,0.08,0.3
5889,DS,2009.0,Simulation,Electronic Arts,0.15,0.12,0.0,0.3
5900,PC,2005.0,Racing,Electronic Arts,0.02,0.23,0.0,0.3
5905,DS,2007.0,Simulation,Ubisoft,0.23,0.04,0.0,0.3
5911,PC,2014.0,Sports,Electronic Arts,0.0,0.27,0.0,0.3
5918,DS,2011.0,Shooter,Activision,0.21,0.07,0.0,0.3
5919,PC,2003.0,Simulation,Electronic Arts,0.01,0.24,0.0,0.3
5926,Wii,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.3,0.3
5934,DS,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.3,0.3
5947,DS,2005.0,Adventure,Nintendo,0.15,0.01,0.12,0.3
5955,Wii,2011.0,Misc,Ubisoft,0.28,0.0,0.0,0.29
5957,DS,2020.0,Simulation,Ubisoft,0.27,0.0,0.0,0.29
5959,PSP,2006.0,Shooter,Sony Computer Entertainment,0.26,0.01,0.0,0.29
5965,PSP,2005.0,Role-Playing,Activision,0.25,0.01,0.0,0.29
5974,Wii,2007.0,Sports,Konami Digital Entertainment,0.23,0.0,0.04,0.29
5981,PSP,2010.0,Adventure,Sega,0.0,0.0,0.29,0.29
5982,Wii,2007.0,Action,Ubisoft,0.24,0.03,0.0,0.29
5983,Wii,2009.0,Action,Namco Bandai Games,0.0,0.1,0.17,0.29
5988,Wii,2007.0,Sports,Nintendo,0.02,0.22,0.05,0.29
5994,Wii,2009.0,Misc,Activision,0.14,0.12,0.0,0.29
6004,Wii,2011.0,Action,Electronic Arts,0.13,0.13,0.01,0.29
6008,DS,2009.0,Simulation,Ubisoft,0.27,0.0,0.0,0.29
6010,Wii,2011.0,Misc,Ubisoft,0.22,0.04,0.0,0.29
6012,PSP,2010.0,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.29
6017,Wii,2009.0,Adventure,Ubisoft,0.13,0.13,0.0,0.29
6044,Wii,2012.0,Misc,Nintendo,0.0,0.0,0.29,0.29
6061,DS,2004.0,Simulation,Electronic Arts,0.27,0.0,0.0,0.29
6063,DS,2004.0,Puzzle,Sega,0.17,0.0,0.1,0.29
6067,Wii,2007.0,Action,Activision,0.26,0.01,0.0,0.29
6078,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.29,0.29
6083,DS,2011.0,Simulation,Activision,0.27,0.0,0.0,0.29
6087,PC,2016.0,Role-Playing,Activision,0.14,0.12,0.0,0.29
6089,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.29
6094,DS,2007.0,Puzzle,THQ,0.26,0.0,0.0,0.29
6097,DS,2008.0,Action,THQ,0.26,0.0,0.0,0.29
6098,DS,2011.0,Misc,Nintendo,0.0,0.0,0.29,0.29
6099,DS,2010.0,Action,Activision,0.26,0.0,0.0,0.29
6104,DS,2008.0,Sports,THQ,0.26,0.0,0.0,0.28
6106,Wii,2009.0,Action,Activision,0.11,0.14,0.0,0.28
6116,DS,2007.0,Simulation,THQ,0.26,0.01,0.0,0.28
6141,DS,2009.0,Action,Ubisoft,0.15,0.11,0.0,0.28
6143,Wii,2006.0,Adventure,THQ,0.24,0.02,0.0,0.28
6148,DS,2010.0,Action,Konami Digital Entertainment,0.16,0.1,0.0,0.28
6156,DS,2007.0,Strategy,Konami Digital Entertainment,0.13,0.02,0.12,0.28
6160,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.28,0.28
6168,DS,2007.0,Sports,Ubisoft,0.26,0.0,0.0,0.28
6178,PSP,2007.0,Sports,Sony Computer Entertainment,0.26,0.0,0.0,0.28
6182,DS,2007.0,Simulation,Activision,0.26,0.0,0.0,0.28
6183,DS,2010.0,Misc,Electronic Arts,0.16,0.1,0.0,0.28
6184,DS,2010.0,Racing,THQ,0.18,0.08,0.0,0.28
6212,DS,2006.0,Platform,Activision,0.25,0.01,0.0,0.28
6214,DS,2010.0,Adventure,Activision,0.26,0.01,0.0,0.28
6218,PSP,2011.0,Misc,Sony Computer Entertainment,0.05,0.04,0.17,0.28
6224,Wii,2010.0,Action,Activision,0.15,0.1,0.0,0.28
6232,DS,2006.0,Puzzle,Sega,0.0,0.0,0.28,0.28
6235,PC,2012.0,Action,Electronic Arts,0.09,0.16,0.0,0.28
6238,DS,2008.0,Misc,Ubisoft,0.25,0.0,0.0,0.28
6245,Wii,2008.0,Adventure,Namco Bandai Games,0.0,0.07,0.19,0.28
6246,Wii,2010.0,Action,THQ,0.22,0.04,0.0,0.28
6252,PC,2010.0,Strategy,Ubisoft,0.04,0.19,0.0,0.28
6257,Wii,2009.0,Racing,Nintendo,0.26,0.0,0.0,0.28
6258,PSP,2012.0,Sports,Konami Digital Entertainment,0.0,0.07,0.18,0.28
6263,DS,2007.0,Misc,Nintendo,0.0,0.0,0.27,0.27
6267,DS,2007.0,Misc,Electronic Arts,0.25,0.0,0.0,0.27
6278,DS,2005.0,Racing,Electronic Arts,0.24,0.01,0.0,0.27
6284,DS,2009.0,Simulation,Electronic Arts,0.25,0.0,0.0,0.27
6286,DS,2008.0,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.27
6295,DS,2005.0,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.27
6297,PSP,2010.0,Simulation,Sony Computer Entertainment,0.02,0.17,0.0,0.27
6301,PSP,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.27
6302,PSP,2006.0,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.27
6313,PSP,2006.0,Sports,Electronic Arts,0.2,0.04,0.0,0.27
6327,DS,2010.0,Strategy,Ubisoft,0.09,0.15,0.0,0.27
6336,Wii,2007.0,Simulation,THQ,0.24,0.01,0.0,0.27
6350,PSP,2005.0,Role-Playing,Ubisoft,0.0,0.01,0.25,0.27
6353,PC,2013.0,Racing,Electronic Arts,0.04,0.19,0.0,0.27
6358,DS,2010.0,Action,THQ,0.13,0.12,0.0,0.27
6377,DS,2010.0,Simulation,Nintendo,0.25,0.0,0.0,0.27
6379,DS,2010.0,Strategy,Nintendo,0.0,0.0,0.27,0.27
6396,DS,2007.0,Sports,Electronic Arts,0.24,0.0,0.0,0.27
6398,DS,2009.0,Misc,Ubisoft,0.25,0.0,0.0,0.27
6402,Wii,2009.0,Puzzle,THQ,0.25,0.0,0.0,0.27
6405,DS,2011.0,Misc,Activision,0.25,0.0,0.0,0.27
6408,DS,2010.0,Adventure,THQ,0.19,0.05,0.0,0.27
6409,PSP,2006.0,Sports,Electronic Arts,0.24,0.0,0.0,0.27
6428,Wii,2008.0,Sports,Ubisoft,0.24,0.0,0.0,0.27
6429,Wii,2009.0,Simulation,Ubisoft,0.25,0.0,0.0,0.27
6431,Wii,2009.0,Misc,Konami Digital Entertainment,0.16,0.08,0.0,0.27
6436,PSP,2010.0,Fighting,Namco Bandai Games,0.11,0.04,0.09,0.27
6446,Wii,2011.0,Misc,THQ,0.23,0.01,0.0,0.26
6448,DS,2005.0,Platform,Ubisoft,0.21,0.04,0.0,0.26
6451,Wii,2010.0,Action,Electronic Arts,0.22,0.03,0.0,0.26
6453,Wii,2009.0,Simulation,Electronic Arts,0.22,0.02,0.0,0.26
6465,Wii,2015.0,Action,Activision,0.05,0.19,0.0,0.26
6468,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.26,0.26
6469,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.26,0.26
6477,DS,2007.0,Misc,Nintendo,0.0,0.0,0.26,0.26
6478,Wii,2009.0,Simulation,Namco Bandai Games,0.24,0.0,0.0,0.26
6482,DS,2010.0,Misc,Ubisoft,0.22,0.03,0.0,0.26
6488,PSP,2006.0,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.26
6489,Wii,2011.0,Role-Playing,Nintendo,0.0,0.01,0.25,0.26
6503,Wii,2010.0,Sports,Ubisoft,0.14,0.09,0.0,0.26
6507,DS,2004.0,Sports,Electronic Arts,0.24,0.0,0.0,0.26
6515,DS,2009.0,Action,Activision,0.17,0.07,0.0,0.26
6518,PSP,2009.0,Misc,Sega,0.0,0.0,0.26,0.26
6520,PSP,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.26,0.26
6532,PSP,2009.0,Action,Activision,0.11,0.1,0.0,0.26
6539,DS,2007.0,Strategy,Namco Bandai Games,0.0,0.0,0.26,0.26
6541,Wii,2009.0,Action,Activision,0.14,0.09,0.0,0.26
6550,PSP,2009.0,Sports,Sony Computer Entertainment,0.24,0.0,0.0,0.26
6551,DS,2004.0,Puzzle,Nintendo,0.13,0.01,0.11,0.26
6555,Wii,2007.0,Action,THQ,0.24,0.0,0.0,0.26
6564,PSP,2007.0,Racing,Sega,0.03,0.15,0.0,0.26
6573,Wii,2008.0,Simulation,Ubisoft,0.23,0.0,0.0,0.26
6592,PC,2010.0,Simulation,Ubisoft,0.0,0.21,0.0,0.26
6601,DS,2005.0,Misc,Nintendo,0.21,0.0,0.02,0.26
6612,DS,2008.0,Simulation,Ubisoft,0.23,0.01,0.0,0.25
6614,DS,2010.0,Role-Playing,Activision,0.22,0.01,0.0,0.25
6637,DS,2009.0,Misc,Ubisoft,0.21,0.02,0.0,0.25
6640,PSP,2010.0,Misc,Sega,0.0,0.0,0.25,0.25
6644,Wii,2007.0,Sports,Activision,0.22,0.01,0.0,0.25
6665,Wii,2008.0,Action,Activision,0.22,0.01,0.0,0.25
6672,PSP,2008.0,Sports,Electronic Arts,0.06,0.13,0.0,0.25
6703,DS,2006.0,Role-Playing,Nintendo,0.0,0.01,0.24,0.25
6709,PSP,2009.0,Role-Playing,Activision,0.17,0.04,0.0,0.25
6720,Wii,2009.0,Action,Activision,0.19,0.04,0.0,0.25
6725,Wii,2010.0,Action,Ubisoft,0.11,0.11,0.0,0.25
6727,DS,2009.0,Simulation,Ubisoft,0.16,0.06,0.0,0.25
6734,DS,2009.0,Simulation,Electronic Arts,0.23,0.0,0.0,0.25
6735,Wii,2010.0,Platform,THQ,0.22,0.01,0.0,0.25
6743,PC,2015.0,Strategy,Ubisoft,0.02,0.22,0.0,0.25
6761,PSP,2007.0,Racing,Ubisoft,0.03,0.14,0.0,0.25
6771,DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.24
6776,DS,2010.0,Shooter,Activision,0.22,0.01,0.0,0.24
6783,DS,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.24,0.24
6785,Wii,2009.0,Adventure,Ubisoft,0.12,0.1,0.0,0.24
6788,PSP,2005.0,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.24
6794,PC,2011.0,Shooter,THQ,0.11,0.1,0.0,0.24
6805,DS,2008.0,Action,Sega,0.22,0.0,0.0,0.24
6808,PSP,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.24
6809,DS,2009.0,Adventure,Ubisoft,0.1,0.12,0.0,0.24
6811,DS,2006.0,Adventure,Ubisoft,0.11,0.01,0.12,0.24
6818,Wii,2010.0,Action,Activision,0.13,0.09,0.0,0.24
6823,DS,2005.0,Action,Electronic Arts,0.21,0.02,0.0,0.24
6829,Wii,2008.0,Misc,Electronic Arts,0.2,0.02,0.0,0.24
6837,PC,2010.0,Shooter,THQ,0.0,0.19,0.0,0.24
6840,Wii,2007.0,Misc,Activision,0.22,0.0,0.0,0.24
6842,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.24
6844,Wii,2010.0,Adventure,THQ,0.16,0.06,0.0,0.24
6852,DS,2008.0,Simulation,THQ,0.22,0.0,0.0,0.24
6857,Wii,2009.0,Misc,Ubisoft,0.22,0.0,0.0,0.24
6861,PSP,2009.0,Sports,Electronic Arts,0.21,0.0,0.01,0.24
6864,PSP,2009.0,Racing,THQ,0.18,0.03,0.0,0.24
6876,DS,2011.0,Action,Electronic Arts,0.12,0.1,0.0,0.24
6883,DS,2007.0,Racing,THQ,0.22,0.0,0.0,0.24
6884,DS,2009.0,Puzzle,THQ,0.22,0.0,0.0,0.24
6899,Wii,2010.0,Adventure,Namco Bandai Games,0.16,0.06,0.0,0.24
6908,DS,2009.0,Puzzle,Ubisoft,0.0,0.24,0.0,0.24
6915,PSP,2009.0,Sports,Electronic Arts,0.12,0.07,0.0,0.24
6916,DS,2008.0,Misc,Activision,0.22,0.0,0.0,0.24
6930,DS,2009.0,Puzzle,Nintendo,0.0,0.21,0.0,0.24
6936,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.24
6944,DS,2008.0,Role-Playing,Sega,0.09,0.0,0.13,0.24
6945,Wii,2011.0,Racing,Activision,0.22,0.0,0.0,0.24
6947,DS,2006.0,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.24
6954,DS,2008.0,Racing,Electronic Arts,0.18,0.03,0.0,0.23
6960,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.23
6964,DS,2013.0,Platform,Ubisoft,0.0,0.21,0.0,0.23
6965,Wii,2009.0,Misc,THQ,0.0,0.22,0.0,0.23
6967,DS,2007.0,Racing,Activision,0.22,0.0,0.0,0.23
6978,DS,2005.0,Puzzle,Nintendo,0.15,0.01,0.06,0.23
6980,DS,2011.0,Action,THQ,0.16,0.05,0.0,0.23
6985,PSP,2005.0,Puzzle,Namco Bandai Games,0.13,0.02,0.08,0.23
